contentId,title,description,location,start,source,type,currencyCode,amount,url,distance
1,Golden State Warriors vs. Phoenix Suns,event,37.76797, -122.387464,2024-12-04 03:48:18,Ticketmaster,Basketball,,,https://www.ticketmaster.com/golden-state-warriors-vs-phoenix-suns-san-francisco-california-12-28-2024/event/1C00610C86342240,
2,Golden State Warriors vs. Phoenix Suns,event,37.76797, -122.387464,2024-12-04 03:48:18,Ticketmaster,Basketball,,,https://www.ticketmaster.com/golden-state-warriors-vs-phoenix-suns-san-francisco-california-01-31-2025/event/1C00610C85BF2174,
3,Golden State Warriors vs. Los Angeles Lakers,event,37.76797, -122.387464,2024-12-04 03:48:18,Ticketmaster,Basketball,,,https://www.ticketmaster.com/golden-state-warriors-vs-los-angeles-san-francisco-california-12-25-2024/event/1C00610C86302237,
4,Golden State Warriors vs. Los Angeles Lakers,event,37.76797, -122.387464,2024-12-04 03:48:18,Ticketmaster,Basketball,,,https://www.ticketmaster.com/golden-state-warriors-vs-los-angeles-san-francisco-california-01-25-2025/event/1C00610C85B3215B,
5,Golden State Warriors vs. Washington Wizards,event,37.76797, -122.387464,2024-12-04 03:48:18,Ticketmaster,Basketball,,,https://www.ticketmaster.com/golden-state-warriors-vs-washington-wizards-san-francisco-california-01-18-2025/event/1C00610C85A72132,
6,Golden State Warriors vs. Philadelphia 76ers,event,37.76797, -122.387464,2024-12-04 03:48:18,Ticketmaster,Basketball,,,https://www.ticketmaster.com/golden-state-warriors-vs-philadelphia-76ers-san-francisco-california-01-02-2025/event/1C00610C8597211E,
7,Hamilton (Touring),event,37.779499, -122.419502,2024-12-04 03:48:18,Ticketmaster,Theatre,,,https://www.ticketmaster.com/event/Z7r9jZ1A7Fw7N,
8,Hamilton (Touring),event,37.779499, -122.419502,2024-12-04 03:48:18,Ticketmaster,Theatre,,,https://www.ticketmaster.com/event/Z7r9jZ1A7k77S,
9,Hamilton (Touring),event,37.779499, -122.419502,2024-12-04 03:48:18,Ticketmaster,Theatre,,,https://www.ticketmaster.com/event/Z7r9jZ1A7k7AA,
10,Hamilton (Touring),event,37.779499, -122.419502,2024-12-04 03:48:18,Ticketmaster,Theatre,,,https://www.ticketmaster.com/event/Z7r9jZ1A7k7Ad,
11,Hamilton (Touring),event,37.779499, -122.419502,2024-12-04 03:48:18,Ticketmaster,Theatre,,,https://www.ticketmaster.com/event/Z7r9jZ1A7k77J,
12,Hamilton (Touring),event,37.779499, -122.419502,2024-12-04 03:48:18,Ticketmaster,Theatre,,,https://www.ticketmaster.com/event/Z7r9jZ1A7Fw7y,
13,Hamilton (Touring),event,37.779499, -122.419502,2024-12-04 03:48:18,Ticketmaster,Theatre,,,https://www.ticketmaster.com/event/Z7r9jZ1A7k77z,
