contentId,title,description,location,start,source,type,currencyCode,amount,url,distance
28,WBOS Summer Concerts at Copley Square Park,This free concert series starts with Brandi Carlile on 7/12 and runs through August on Thursdays.,"Copley Square, Boston, MA 02116",2007-07-12 17:30:00,Yelp,Theater,USD,0,https://www.yelp.com/events/boston-wbos-summer-concerts-at-copley-square-park?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,3.3986554580813673
29,Free Thursday Night Movies in Davis Square,"Free movies old and new(ish) every Thursday night this summer, right by Davis Square.  Bring a blanket and a friend!     Note: they start at ""dusk"" at Seven...","Davis Square, Somerville, MA 02144",2007-07-12 19:00:00,Yelp,Film,USD,0,https://www.yelp.com/events/somerville-free-thursday-night-movies-in-davis-square-1?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,4.855039439611991
30,Beer Tasting:  beers with unconventional ingredients,"Taste beer for free, schmooze with other people, maybe even eat cheese and crackers.  Oh, and expand your beer snob credibility.    I hear that they will...","1436 Commonwealth Ave, Brighton, MA 02135",2007-07-13 17:00:00,Yelp,Other,USD,0,https://www.yelp.com/events/brighton-beer-tasting-beers-with-unconventional-ingredients?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,1.9110569787405638
31,DrinkCraftBeer.com: Free Beer Tasting @ Bauer Wine and Spirits on Newbury St,Hi all!    It's time for our third beer tasting down at Bauer Wine and Spirits on Newbury St. Its officially summer now and its time we presented you with...,"330 Newbury St, Boston, MA 02115",2007-07-19 17:00:00,Yelp,Other,USD,0,https://www.yelp.com/events/boston-drinkcraftbeer-com-free-beer-tasting-bauer-wine-and-spirits-on-newbury-st?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,2.640048037864555
32,Kerouac Pubs of Lowell Tour,"Mike Wurm, volunteer coordinator at the Lowell National Park, is offering a guided tour of Kerouac's favorite hometown watering holes. Kicking off at...","110 Gorham St, Lowell, MA 01852",2007-07-14 17:00:00,Yelp,Nightlife,USD,0,https://www.yelp.com/events/lowell-kerouac-pubs-of-lowell-tour?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,35.63923171788208
33,Thunderdome 6,"Yes Yes Yes... Thunderdome is back. The craziest new-electro dance-off you can find in New England - and bang in Central Sq.    Lots of wood-panelling, lots...","Greek American Political Club, 288 Green St, Cambridge, MA 02139",2007-07-13 22:00:00,Yelp,Music,USD,7,https://www.yelp.com/events/cambridge-thunderdome-6?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,1.6787907356217158
34,Twilight skyline viewing at Fort Independence,"Every Thursday evening in July and August, the confines of historic Fort Independence open for twilight walks along the ramparts as the sun sinks below the...","2010 William J Day Blvd, Boston, MA 02127",2007-07-12 19:00:00,Yelp,Other,USD,0,https://www.yelp.com/events/boston-twilight-skyline-viewing-at-fort-independence?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,8.917680959872955
35,Deerhunter and Keith Fullerton Whitman @ ICA,"From the ICA web site:    This five-member band from Atlanta, Georgia, formed in 2001, combines garage rock influences with ambient and experimental...","25 Harbor Shore Dr, Boston, MA 02210",2007-07-12 19:00:00,Yelp,Music,USD,15,https://www.yelp.com/events/boston-deerhunter-and-keith-fullerton-whitman-ica?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,6.126290374907192
36,Rock & Blues Cruise!,"This rockin' harbor cruise features "" The Ramoniacs"" - The ultimate ""Ramones"" experience, plus special guests "" Muck & The Mires"".     Meet the group...","160 Milk St, Boston, MA 02109",2007-07-14 17:30:00,Yelp,Nightlife,USD,0,https://www.yelp.com/events/boston-rock-and-blues-cruise?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,5.377030983594141
37,Sunset River Ride!,"Join BSSC and meet us in Brighton with your road bike and helmet for a leisurely ride along the Charles River, Watertown, Cambridge and Boston. We'll bike a...","70 Leo M Birmingham Pkwy, Boston, MA",2007-07-13 18:00:00,Yelp,Outdoors,USD,0,https://www.yelp.com/events/boston-sunset-river-ride?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,2.485777091572972
38,Charles River Canoe & Pizza,Join BSSC for an evening paddle on the Charles River is the perfect ending for a summer weekend! Members & friends will be treated to a casual canoe tour up...,"Newton, MA",2007-07-15 16:30:00,Yelp,Outdoors,USD,0,https://www.yelp.com/events/newton-charles-river-canoe-and-pizza?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,7.7337874696105855
39,BSSC Miller Lite Party @ Kitty O'Sheas,"Join BSSC and meet us at Kitty O'Shea's, 131 State Street in Boston, 8:00-10:00PM. There will be Miller Lite promotions and a chance to win a REMY ROAD TRIP...","131 State St, Boston, MA",2007-07-13 20:00:00,Yelp,Nightlife,USD,0,https://www.yelp.com/events/boston-bssc-miller-lite-party-kitty-o-sheas?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,5.241556028237019
40,2nd Annual Windfest at CBI,"Want to learn to windsurf for cheap?  Already know how and would love to do it on the Charles with somebody else's gear?    Community Boating, Inc. its...","21 David G Mugar Way, Boston, MA 02114",2007-07-14 10:00:00,Yelp,Outdoors,USD,10,https://www.yelp.com/events/boston-2nd-annual-windfest-at-cbi?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,3.7386292260066356
41,Smartwater and America's Next Top Model Challenge,Sounds like a ton of fun...    If you are going through serious America's Next Top Model withdrawal and counting down the days until the ninth cycle of the...,"116 Boylston St, Boston, MA 02116",2007-07-19 18:00:00,Yelp,Nightlife,USD,0,https://www.yelp.com/events/boston-smartwater-and-americas-next-top-model-challenge?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,4.278377267340456
42,Mr. Butch Memorial Service,Starting with a candlelight vigil at Ritual & Regeneration and proceeding to Ringer Park.,"155 Harvard Ave, Allston, MA 02134",2007-07-16 20:00:00,Yelp,Other,USD,0,https://www.yelp.com/events/allston-mr-butch-memorial-service?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,1.1860127028654501
43,Manny Mania at City Hall,"Sorry this is late, but sometimes you have no idea...    12 skate pros and 50 talented amateurs are showing their best tricks right now outside City Hall to...","1 City Hall Plaza, Boston, MA",2007-07-13 12:00:00,Yelp,Outdoors,USD,0,https://www.yelp.com/events/boston-manny-mania-at-city-hall?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,4.978652153475245
44,Xmortis Fashion Victims 3,"It is Friday the 13th. The latest in goth, industrial and fetish sulkily takes the floor. As Xmortis describe it - fabulous fashions, spooky shows, and...","10 Brookline St, Cambridge, MA 02139",2007-07-13 21:00:00,Yelp,Fashion,USD,1000000,https://www.yelp.com/events/cambridge-xmortis-fashion-victims-3?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,1.7466992889137976
45,"WBZ Free Friday Flicks: ""Over The Hedge""","Starting at ""sunset"" - which tonight is actually purported to take place promptly at 8:21...  Grab the kids, a blanket, and some sugary sweets to keep up...","Boston, MA",2007-07-13 20:15:00,Yelp,Family,USD,0,https://www.yelp.com/events/boston-wbz-free-friday-flicks-over-the-hedge?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,4.892752010774022
46,Summer Scotch Tasting,Quickly finish reading Scotch For Dummies so you can join Lorenzo Savona to discern the nuances between whiskey (I always thought that was a totally...,"154 Turnpike Rd, Southborough, MA 01772",2007-07-18 19:00:00,Yelp,Food and Drink,USD,40,https://www.yelp.com/events/southborough-summer-scotch-tasting?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,33.77896157741924
47,New England Sand Sculpting Festival at Revere Beach,The one weekend when Revere Beach displays a modicum of restraint and class.   Is it the transitory nature of their craft that so marginalizes sand...,"Blue Line, Revere Beach, Revere, MA 02151",2007-07-13 13:00:00,Yelp,Other,USD,0,https://www.yelp.com/events/revere-new-england-sand-sculpting-festival-at-revere-beach?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,13.780293437172768
48,"Free Movie - ""To Kill a Mockingbird""","Classic Gregory Peck for free, outside on a gorgeous night!     ""To Kill a Mockingbird,"" directed by Robert Mulligan, was released in 1962 and is based on...","Rowes Wharf, Boston, MA",2007-07-13 20:00:00,Yelp,Film,USD,0,https://www.yelp.com/events/boston-free-movie-to-kill-a-mockingbird?adjust_creative=q_PaZ4cbCD97EB1Hl7lnEA&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=q_PaZ4cbCD97EB1Hl7lnEA,5.570103317235496
